date,team_1,team_1_score,team_2,team_2_score,stadium_attendance,stadium
Tue Dec 22 2020,Golden State Warriors,99,Brooklyn Nets,125,Box Score,Barclays Center
Tue Dec 22 2020,Los Angeles Clippers,116,Los Angeles Lakers,109,Box Score,STAPLES Center
Wed Dec 23 2020,Charlotte Hornets,114,Cleveland Cavaliers,121,Box Score,Rocket Mortgage Fieldhouse
Wed Dec 23 2020,New York Knicks,107,Indiana Pacers,121,Box Score,Bankers Life Fieldhouse
Wed Dec 23 2020,Miami Heat,107,Orlando Magic,113,Box Score,Amway Center
Wed Dec 23 2020,Washington Wizards,107,Philadelphia 76ers,113,Box Score,Wells Fargo Center
Wed Dec 23 2020,New Orleans Pelicans,113,Toronto Raptors,99,Box Score,Amalie Arena
Wed Dec 23 2020,Milwaukee Bucks,121,Boston Celtics,122,Box Score,TD Garden
Wed Dec 23 2020,Atlanta Hawks,124,Chicago Bulls,104,Box Score,United Center
Wed Dec 23 2020,San Antonio Spurs,131,Memphis Grizzlies,119,Box Score,FedEx Forum
Wed Dec 23 2020,Detroit Pistons,101,Minnesota Timberwolves,111,Box Score,Target Center
Wed Dec 23 2020,Sacramento Kings,124,Denver Nuggets,122,Box Score,Ball Arena
Wed Dec 23 2020,Utah Jazz,120,Portland Trail Blazers,100,Box Score,Moda Center
Wed Dec 23 2020,Dallas Mavericks,102,Phoenix Suns,106,Box Score,Phoenix Suns Arena
Fri Dec 25 2020,New Orleans Pelicans,98,Miami Heat,111,Box Score,AmericanAirlines Arena
Fri Dec 25 2020,Golden State Warriors,99,Milwaukee Bucks,138,Box Score,Fiserv Forum
Fri Dec 25 2020,Brooklyn Nets,123,Boston Celtics,95,Box Score,TD Garden
Fri Dec 25 2020,Dallas Mavericks,115,Los Angeles Lakers,138,Box Score,STAPLES Center
Fri Dec 25 2020,Los Angeles Clippers,121,Denver Nuggets,108,Box Score,Ball Arena
Sat Dec 26 2020,Atlanta Hawks,122,Memphis Grizzlies,112,Box Score,FedEx Forum
Sat Dec 26 2020,Oklahoma City Thunder,109,Charlotte Hornets,107,Box Score,Spectrum Center
Sat Dec 26 2020,Cleveland Cavaliers,128,Detroit Pistons,119,Box Score,Little Caesars Arena
Sat Dec 26 2020,Orlando Magic,130,Washington Wizards,120,Box Score,Capital One Arena
Sat Dec 26 2020,Philadelphia 76ers,109,New York Knicks,89,Box Score,Madison Square Garden (IV)
Sat Dec 26 2020,Indiana Pacers,125,Chicago Bulls,106,Box Score,United Center
Sat Dec 26 2020,Toronto Raptors,114,San Antonio Spurs,119,Box Score,AT&T Center
Sat Dec 26 2020,Minnesota Timberwolves,116,Utah Jazz,111,Box Score,Vivint Smart Home Arena
Sat Dec 26 2020,Houston Rockets,126,Portland Trail Blazers,128,Box Score,Moda Center
Sat Dec 26 2020,Phoenix Suns,103,Sacramento Kings,106,Box Score,Golden 1 Center
Sun Dec 27 2020,Dallas Mavericks,124,Los Angeles Clippers,73,Box Score,STAPLES Center
Sun Dec 27 2020,San Antonio Spurs,95,New Orleans Pelicans,98,Box Score,Smoothie King Center
Sun Dec 27 2020,Orlando Magic,120,Washington Wizards,113,Box Score,Capital One Arena
Sun Dec 27 2020,Brooklyn Nets,104,Charlotte Hornets,106,Box Score,Spectrum Center
Sun Dec 27 2020,Philadelphia 76ers,94,Cleveland Cavaliers,118,Box Score,Rocket Mortgage Fieldhouse
Sun Dec 27 2020,Milwaukee Bucks,110,New York Knicks,130,Box Score,Madison Square Garden (IV)
Sun Dec 27 2020,Boston Celtics,107,Indiana Pacers,108,Box Score,Bankers Life Fieldhouse
Sun Dec 27 2020,Golden State Warriors,129,Chicago Bulls,128,Box Score,United Center
Sun Dec 27 2020,Phoenix Suns,116,Sacramento Kings,100,Box Score,Golden 1 Center
Sun Dec 27 2020,Minnesota Timberwolves,91,Los Angeles Lakers,127,Box Score,STAPLES Center
Mon Dec 28 2020,Memphis Grizzlies,116,Brooklyn Nets,111,Box Score,Barclays Center
Mon Dec 28 2020,Detroit Pistons,120,Atlanta Hawks,128,Box Score,State Farm Arena
Mon Dec 28 2020,Utah Jazz,110,Oklahoma City Thunder,109,Box Score,Chesapeake Energy Arena
Mon Dec 28 2020,Houston Rockets,111,Denver Nuggets,124,Box Score,Ball Arena
Mon Dec 28 2020,Portland Trail Blazers,115,Los Angeles Lakers,107,Box Score,STAPLES Center
Tue Dec 29 2020,New York Knicks,95,Cleveland Cavaliers,86,Box Score,Rocket Mortgage Fieldhouse
Tue Dec 29 2020,Golden State Warriors,116,Detroit Pistons,106,Box Score,Little Caesars Arena
Tue Dec 29 2020,Boston Celtics,116,Indiana Pacers,111,Box Score,Bankers Life Fieldhouse
Tue Dec 29 2020,Chicago Bulls,115,Washington Wizards,107,Box Score,Capital One Arena
Tue Dec 29 2020,Toronto Raptors,93,Philadelphia 76ers,100,Box Score,Wells Fargo Center
Tue Dec 29 2020,Milwaukee Bucks,144,Miami Heat,97,Box Score,AmericanAirlines Arena
Tue Dec 29 2020,Orlando Magic,118,Oklahoma City Thunder,107,Box Score,Chesapeake Energy Arena
Tue Dec 29 2020,New Orleans Pelicans,86,Phoenix Suns,111,Box Score,Phoenix Suns Arena
Tue Dec 29 2020,Denver Nuggets,115,Sacramento Kings,125,Box Score,Golden 1 Center
Tue Dec 29 2020,Minnesota Timberwolves,101,Los Angeles Clippers,124,Box Score,STAPLES Center
Wed Dec 30 2020,Milwaukee Bucks,108,Miami Heat,119,Box Score,AmericanAirlines Arena
Wed Dec 30 2020,Atlanta Hawks,141,Brooklyn Nets,145,Box Score,Barclays Center
Wed Dec 30 2020,Memphis Grizzlies,107,Boston Celtics,126,Box Score,TD Garden
Wed Dec 30 2020,Charlotte Hornets,118,Dallas Mavericks,99,Box Score,American Airlines Center
Wed Dec 30 2020,Los Angeles Lakers,121,San Antonio Spurs,107,Box Score,AT&T Center
Wed Dec 30 2020,Portland Trail Blazers,105,Los Angeles Clippers,128,Box Score,STAPLES Center
Thu Dec 31 2020,Cleveland Cavaliers,99,Indiana Pacers,119,Box Score,Bankers Life Fieldhouse
Thu Dec 31 2020,Chicago Bulls,133,Washington Wizards,130,Box Score,Capital One Arena
Thu Dec 31 2020,Philadelphia 76ers,116,Orlando Magic,92,Box Score,Amway Center
Thu Dec 31 2020,Sacramento Kings,119,Houston Rockets,122,Box Score,Toyota Center
Thu Dec 31 2020,New York Knicks,83,Toronto Raptors,100,Box Score,Amalie Arena
Thu Dec 31 2020,New Orleans Pelicans,113,Oklahoma City Thunder,80,Box Score,Chesapeake Energy Arena
Thu Dec 31 2020,Phoenix Suns,106,Utah Jazz,95,Box Score,Vivint Smart Home Arena
Fri Jan 1 2021,Memphis Grizzlies,108,Charlotte Hornets,93,Box Score,Spectrum Center
Fri Jan 1 2021,Miami Heat,83,Dallas Mavericks,93,Box Score,American Airlines Center
Fri Jan 1 2021,Boston Celtics,93,Detroit Pistons,96,Box Score,Little Caesars Arena
Fri Jan 1 2021,Atlanta Hawks,114,Brooklyn Nets,96,Box Score,Barclays Center
Fri Jan 1 2021,Chicago Bulls,96,Milwaukee Bucks,126,Box Score,Fiserv Forum
Fri Jan 1 2021,Washington Wizards,130,Minnesota Timberwolves,109,Box Score,Target Center
Fri Jan 1 2021,Los Angeles Lakers,109,San Antonio Spurs,103,Box Score,AT&T Center
Fri Jan 1 2021,Phoenix Suns,106,Denver Nuggets,103,Box Score,Ball Arena
Fri Jan 1 2021,Los Angeles Clippers,100,Utah Jazz,106,Box Score,Vivint Smart Home Arena
Fri Jan 1 2021,Portland Trail Blazers,123,Golden State Warriors,98,Box Score,Chase Center
Sat Jan 2 2021,Sacramento Kings,94,Houston Rockets,102,Box Score,Toyota Center
Sat Jan 2 2021,New York Knicks,106,Indiana Pacers,102,Box Score,Bankers Life Fieldhouse
Sat Jan 2 2021,Oklahoma City Thunder,108,Orlando Magic,99,Box Score,Amway Center
Sat Jan 2 2021,Charlotte Hornets,112,Philadelphia 76ers,127,Box Score,Wells Fargo Center
Sat Jan 2 2021,Cleveland Cavaliers,96,Atlanta Hawks,91,Box Score,State Farm Arena
Sat Jan 2 2021,Toronto Raptors,116,New Orleans Pelicans,120,Box Score,Smoothie King Center
Sun Jan 3 2021,Boston Celtics,122,Detroit Pistons,120,Box Score,Little Caesars Arena
Sun Jan 3 2021,Washington Wizards,123,Brooklyn Nets,122,Box Score,Barclays Center
Sun Jan 3 2021,Los Angeles Lakers,108,Memphis Grizzlies,94,Box Score,FedEx Forum
Sun Jan 3 2021,Denver Nuggets,124,Minnesota Timberwolves,109,Box Score,Target Center
Sun Jan 3 2021,Utah Jazz,130,San Antonio Spurs,109,Box Score,AT&T Center
Sun Jan 3 2021,Dallas Mavericks,108,Chicago Bulls,118,Box Score,United Center
Sun Jan 3 2021,Los Angeles Clippers,112,Phoenix Suns,107,Box Score,Phoenix Suns Arena
Sun Jan 3 2021,Portland Trail Blazers,122,Golden State Warriors,137,Box Score,Chase Center
Mon Jan 4 2021,Cleveland Cavaliers,83,Orlando Magic,103,Box Score,Amway Center
Mon Jan 4 2021,Charlotte Hornets,101,Philadelphia 76ers,118,Box Score,Wells Fargo Center
Mon Jan 4 2021,New York Knicks,113,Atlanta Hawks,108,Box Score,State Farm Arena
Mon Jan 4 2021,Oklahoma City Thunder,90,Miami Heat,118,Box Score,AmericanAirlines Arena
Mon Jan 4 2021,Boston Celtics,126,Toronto Raptors,114,Box Score,Amalie Arena
Mon Jan 4 2021,Dallas Mavericks,113,Houston Rockets,100,Box Score,Toyota Center
Mon Jan 4 2021,Detroit Pistons,115,Milwaukee Bucks,125,Box Score,Fiserv Forum
Mon Jan 4 2021,Indiana Pacers,118,New Orleans Pelicans,116,Box Score,Smoothie King Center
Mon Jan 4 2021,Sacramento Kings,106,Golden State Warriors,137,Box Score,Chase Center
Tue Jan 5 2021,Utah Jazz,96,Brooklyn Nets,130,Box Score,Barclays Center
Tue Jan 5 2021,Los Angeles Lakers,94,Memphis Grizzlies,92,Box Score,FedEx Forum
Tue Jan 5 2021,Minnesota Timberwolves,116,Denver Nuggets,123,Box Score,Ball Arena
Tue Jan 5 2021,San Antonio Spurs,116,Los Angeles Clippers,113,Box Score,STAPLES Center
Tue Jan 5 2021,Chicago Bulls,111,Portland Trail Blazers,108,Box Score,Moda Center
Wed Jan 6 2021,Houston Rockets,107,Indiana Pacers,114,Box Score,Bankers Life Fieldhouse
Wed Jan 6 2021,Cleveland Cavaliers,94,Orlando Magic,105,Box Score,Amway Center
Wed Jan 6 2021,Washington Wizards,136,Philadelphia 76ers,141,Box Score,Wells Fargo Center
Wed Jan 6 2021,Charlotte Hornets,102,Atlanta Hawks,94,Box Score,State Farm Arena
Wed Jan 6 2021,Boston Celtics,107,Miami Heat,105,Box Score,AmericanAirlines Arena
Wed Jan 6 2021,Utah Jazz,100,New York Knicks,112,Box Score,Madison Square Garden (IV)
Wed Jan 6 2021,Detroit Pistons,115,Milwaukee Bucks,130,Box Score,Fiserv Forum
Wed Jan 6 2021,Oklahoma City Thunder,111,New Orleans Pelicans,110,Box Score,Smoothie King Center
Wed Jan 6 2021,Toronto Raptors,115,Phoenix Suns,123,Box Score,Phoenix Suns Arena
Wed Jan 6 2021,Los Angeles Clippers,108,Golden State Warriors,101,Box Score,Chase Center
Wed Jan 6 2021,Chicago Bulls,124,Sacramento Kings,128,Box Score,Golden 1 Center
Thu Jan 7 2021,Philadelphia 76ers,109,Brooklyn Nets,122,Box Score,Barclays Center
Thu Jan 7 2021,Cleveland Cavaliers,94,Memphis Grizzlies,90,Box Score,FedEx Forum
Thu Jan 7 2021,Dallas Mavericks,124,Denver Nuggets,117,Box Score,Ball Arena
Thu Jan 7 2021,San Antonio Spurs,118,Los Angeles Lakers,109,Box Score,STAPLES Center
Thu Jan 7 2021,Minnesota Timberwolves,117,Portland Trail Blazers,135,Box Score,Moda Center
Fri Jan 8 2021,Phoenix Suns,105,Detroit Pistons,110,Box Score,Little Caesars Arena
Fri Jan 8 2021,Washington Wizards,107,Boston Celtics,116,Box Score,TD Garden
Fri Jan 8 2021,Charlotte Hornets,118,New Orleans Pelicans,110,Box Score,Smoothie King Center
Fri Jan 8 2021,Oklahoma City Thunder,101,New York Knicks,89,Box Score,Madison Square Garden (IV)
Fri Jan 8 2021,Orlando Magic,90,Houston Rockets,132,Box Score,Toyota Center
Fri Jan 8 2021,Brooklyn Nets,110,Memphis Grizzlies,115,Box Score,FedEx Forum
Fri Jan 8 2021,Utah Jazz,131,Milwaukee Bucks,118,Box Score,Fiserv Forum
Fri Jan 8 2021,Los Angeles Clippers,105,Golden State Warriors,115,Box Score,Chase Center
Fri Jan 8 2021,Chicago Bulls,115,Los Angeles Lakers,117,Box Score,STAPLES Center
Fri Jan 8 2021,Toronto Raptors,144,Sacramento Kings,123,Box Score,Golden 1 Center
Sat Jan 9 2021,Denver Nuggets,115,Philadelphia 76ers,103,Box Score,Wells Fargo Center
Sat Jan 9 2021,Atlanta Hawks,105,Charlotte Hornets,113,Box Score,Spectrum Center
Sat Jan 9 2021,Phoenix Suns,125,Indiana Pacers,117,Box Score,Bankers Life Fieldhouse
Sat Jan 9 2021,Miami Heat,128,Washington Wizards,124,Box Score,Capital One Arena
Sat Jan 9 2021,Cleveland Cavaliers,90,Milwaukee Bucks,100,Box Score,Fiserv Forum
Sat Jan 9 2021,San Antonio Spurs,125,Minnesota Timberwolves,122,Box Score,Target Center
Sat Jan 9 2021,Orlando Magic,98,Dallas Mavericks,112,Box Score,American Airlines Center
Sat Jan 9 2021,Portland Trail Blazers,125,Sacramento Kings,99,Box Score,Golden 1 Center
Sun Jan 10 2021,Utah Jazz,96,Detroit Pistons,86,Box Score,Little Caesars Arena
Sun Jan 10 2021,Chicago Bulls,127,Los Angeles Clippers,130,Box Score,STAPLES Center
Sun Jan 10 2021,Oklahoma City Thunder,129,Brooklyn Nets,116,Box Score,Barclays Center
Sun Jan 10 2021,Denver Nuggets,114,New York Knicks,89,Box Score,Madison Square Garden (IV)
Sun Jan 10 2021,Los Angeles Lakers,120,Houston Rockets,102,Box Score,Toyota Center
Sun Jan 10 2021,San Antonio Spurs,88,Minnesota Timberwolves,96,Box Score,Target Center
Sun Jan 10 2021,Toronto Raptors,105,Golden State Warriors,106,Box Score,Chase Center
Mon Jan 11 2021,New York Knicks,88,Charlotte Hornets,109,Box Score,Spectrum Center
Mon Jan 11 2021,Memphis Grizzlies,101,Cleveland Cavaliers,91,Box Score,Rocket Mortgage Fieldhouse
Mon Jan 11 2021,Milwaukee Bucks,121,Orlando Magic,99,Box Score,Amway Center
Mon Jan 11 2021,Phoenix Suns,107,Washington Wizards,128,Box Score,Capital One Arena
Mon Jan 11 2021,Philadelphia 76ers,94,Atlanta Hawks,112,Box Score,State Farm Arena
Mon Jan 11 2021,Toronto Raptors,111,Portland Trail Blazers,112,Box Score,Moda Center
Mon Jan 11 2021,Indiana Pacers,122,Sacramento Kings,127,Box Score,Golden 1 Center
Tue Jan 12 2021,Miami Heat,134,Philadelphia 76ers,137,Box Score,Wells Fargo Center
Tue Jan 12 2021,Denver Nuggets,116,Brooklyn Nets,122,Box Score,Barclays Center
Tue Jan 12 2021,Utah Jazz,117,Cleveland Cavaliers,87,Box Score,Rocket Mortgage Fieldhouse
Tue Jan 12 2021,Los Angeles Lakers,117,Houston Rockets,100,Box Score,Toyota Center
Tue Jan 12 2021,San Antonio Spurs,112,Oklahoma City Thunder,102,Box Score,Chesapeake Energy Arena
Tue Jan 12 2021,Indiana Pacers,104,Golden State Warriors,95,Box Score,Chase Center
Wed Jan 13 2021,Dallas Mavericks,104,Charlotte Hornets,93,Box Score,Spectrum Center
Wed Jan 13 2021,Milwaukee Bucks,110,Detroit Pistons,101,Box Score,Little Caesars Arena
Wed Jan 13 2021,Brooklyn Nets,116,New York Knicks,109,Box Score,Madison Square Garden (IV)
Wed Jan 13 2021,Memphis Grizzlies,118,Minnesota Timberwolves,107,Box Score,Target Center
Wed Jan 13 2021,Los Angeles Lakers,128,Oklahoma City Thunder,99,Box Score,Chesapeake Energy Arena
Wed Jan 13 2021,New Orleans Pelicans,106,Los Angeles Clippers,111,Box Score,STAPLES Center
Wed Jan 13 2021,Portland Trail Blazers,132,Sacramento Kings,126,Box Score,Golden 1 Center
Thu Jan 14 2021,Miami Heat,108,Philadelphia 76ers,125,Box Score,Wells Fargo Center
Thu Jan 14 2021,Houston Rockets,109,San Antonio Spurs,105,Box Score,AT&T Center
Thu Jan 14 2021,Charlotte Hornets,108,Toronto Raptors,111,Box Score,Amalie Arena
Thu Jan 14 2021,Golden State Warriors,104,Denver Nuggets,114,Box Score,Ball Arena
Thu Jan 14 2021,Indiana Pacers,111,Portland Trail Blazers,87,Box Score,Moda Center
Fri Jan 15 2021,Orlando Magic,97,Boston Celtics,124,Box Score,TD Garden
Fri Jan 15 2021,New York Knicks,103,Cleveland Cavaliers,106,Box Score,Rocket Mortgage Fieldhouse
Fri Jan 15 2021,Dallas Mavericks,109,Milwaukee Bucks,112,Box Score,Fiserv Forum
Fri Jan 15 2021,Chicago Bulls,125,Oklahoma City Thunder,127,Box Score,Chesapeake Energy Arena
Fri Jan 15 2021,Atlanta Hawks,92,Utah Jazz,116,Box Score,Vivint Smart Home Arena
Fri Jan 15 2021,New Orleans Pelicans,95,Los Angeles Lakers,112,Box Score,STAPLES Center
Fri Jan 15 2021,Los Angeles Clippers,138,Sacramento Kings,100,Box Score,Golden 1 Center
Sat Jan 16 2021,Houston Rockets,91,San Antonio Spurs,103,Box Score,AT&T Center
Sat Jan 16 2021,Orlando Magic,115,Brooklyn Nets,122,Box Score,Barclays Center
Sat Jan 16 2021,Charlotte Hornets,113,Toronto Raptors,116,Box Score,Amalie Arena
Sat Jan 16 2021,Philadelphia 76ers,104,Memphis Grizzlies,106,Box Score,FedEx Forum
Sat Jan 16 2021,Detroit Pistons,120,Miami Heat,100,Box Score,AmericanAirlines Arena
Sat Jan 16 2021,Atlanta Hawks,106,Portland Trail Blazers,112,Box Score,Moda Center
Sun Jan 17 2021,New York Knicks,105,Boston Celtics,75,Box Score,TD Garden
Sun Jan 17 2021,Chicago Bulls,117,Dallas Mavericks,101,Box Score,American Airlines Center
Sun Jan 17 2021,Utah Jazz,109,Denver Nuggets,105,Box Score,Ball Arena
Sun Jan 17 2021,New Orleans Pelicans,128,Sacramento Kings,123,Box Score,Golden 1 Center
Sun Jan 17 2021,Indiana Pacers,96,Los Angeles Clippers,129,Box Score,STAPLES Center
Mon Jan 18 2021,Orlando Magic,84,New York Knicks,91,Box Score,Madison Square Garden (IV)
Mon Jan 18 2021,Minnesota Timberwolves,97,Atlanta Hawks,108,Box Score,State Farm Arena
Mon Jan 18 2021,San Antonio Spurs,125,Portland Trail Blazers,104,Box Score,Moda Center
Mon Jan 18 2021,Phoenix Suns,104,Memphis Grizzlies,108,Box Score,FedEx Forum
Mon Jan 18 2021,Milwaukee Bucks,123,Brooklyn Nets,125,Box Score,Barclays Center
Mon Jan 18 2021,Dallas Mavericks,93,Toronto Raptors,116,Box Score,Amalie Arena
Mon Jan 18 2021,Houston Rockets,120,Chicago Bulls,125,Box Score,United Center
Mon Jan 18 2021,Detroit Pistons,107,Miami Heat,113,Box Score,AmericanAirlines Arena
Mon Jan 18 2021,Golden State Warriors,115,Los Angeles Lakers,113,Box Score,STAPLES Center
Tue Jan 19 2021,Oklahoma City Thunder,101,Denver Nuggets,119,Box Score,Ball Arena
Tue Jan 19 2021,New Orleans Pelicans,102,Utah Jazz,118,Box Score,Vivint Smart Home Arena
Wed Jan 20 2021,Brooklyn Nets,135,Cleveland Cavaliers,147,Box Score,Rocket Mortgage Fieldhouse
Wed Jan 20 2021,Dallas Mavericks,124,Indiana Pacers,112,Box Score,Bankers Life Fieldhouse
Wed Jan 20 2021,Boston Celtics,109,Philadelphia 76ers,117,Box Score,Wells Fargo Center
Wed Jan 20 2021,Detroit Pistons,115,Atlanta Hawks,123,Box Score,State Farm Arena
Wed Jan 20 2021,Miami Heat,111,Toronto Raptors,102,Box Score,Amalie Arena
Wed Jan 20 2021,Orlando Magic,97,Minnesota Timberwolves,96,Box Score,Target Center
Wed Jan 20 2021,Phoenix Suns,109,Houston Rockets,103,Box Score,Toyota Center
Wed Jan 20 2021,San Antonio Spurs,99,Golden State Warriors,121,Box Score,Chase Center
Wed Jan 20 2021,Sacramento Kings,96,Los Angeles Clippers,115,Box Score,STAPLES Center
Thu Jan 21 2021,Los Angeles Lakers,113,Milwaukee Bucks,106,Box Score,Fiserv Forum
Thu Jan 21 2021,New York Knicks,119,Golden State Warriors,104,Box Score,Chase Center
Thu Jan 21 2021,New Orleans Pelicans,118,Utah Jazz,129,Box Score,Vivint Smart Home Arena
Fri Jan 22 2021,Chicago Bulls,123,Charlotte Hornets,110,Box Score,Spectrum Center
Fri Jan 22 2021,Houston Rockets,103,Detroit Pistons,102,Box Score,Little Caesars Arena
Fri Jan 22 2021,Orlando Magic,118,Indiana Pacers,120,Box Score,Bankers Life Fieldhouse
Fri Jan 22 2021,Brooklyn Nets,113,Cleveland Cavaliers,125,Box Score,Rocket Mortgage Fieldhouse
Fri Jan 22 2021,Boston Celtics,110,Philadelphia 76ers,122,Box Score,Wells Fargo Center
Fri Jan 22 2021,Miami Heat,81,Toronto Raptors,101,Box Score,Amalie Arena
Fri Jan 22 2021,Atlanta Hawks,116,Minnesota Timberwolves,98,Box Score,Target Center
Fri Jan 22 2021,Dallas Mavericks,122,San Antonio Spurs,117,Box Score,AT&T Center
Fri Jan 22 2021,Oklahoma City Thunder,106,Los Angeles Clippers,120,Box Score,STAPLES Center
Fri Jan 22 2021,Denver Nuggets,130,Phoenix Suns,126,Box Score,Phoenix Suns Arena
Fri Jan 22 2021,New York Knicks,94,Sacramento Kings,103,Box Score,Golden 1 Center
Sat Jan 23 2021,Miami Heat,124,Brooklyn Nets,128,Box Score,Barclays Center
Sat Jan 23 2021,Philadelphia 76ers,114,Detroit Pistons,110,Box Score,Little Caesars Arena
Sat Jan 23 2021,New Orleans Pelicans,110,Minnesota Timberwolves,120,Box Score,Target Center
Sat Jan 23 2021,Los Angeles Lakers,101,Chicago Bulls,90,Box Score,United Center
Sat Jan 23 2021,Houston Rockets,133,Dallas Mavericks,108,Box Score,American Airlines Center
Sat Jan 23 2021,Denver Nuggets,120,Phoenix Suns,112,Box Score,Phoenix Suns Arena
Sat Jan 23 2021,Golden State Warriors,108,Utah Jazz,127,Box Score,Vivint Smart Home Arena
Sun Jan 24 2021,Toronto Raptors,107,Indiana Pacers,102,Box Score,Bankers Life Fieldhouse
Sun Jan 24 2021,Oklahoma City Thunder,100,Los Angeles Clippers,108,Box Score,STAPLES Center
Sun Jan 24 2021,Cleveland Cavaliers,103,Boston Celtics,141,Box Score,TD Garden
Sun Jan 24 2021,Charlotte Hornets,107,Orlando Magic,104,Box Score,Amway Center
Sun Jan 24 2021,Atlanta Hawks,115,Milwaukee Bucks,129,Box Score,Fiserv Forum
Sun Jan 24 2021,Washington Wizards,101,San Antonio Spurs,121,Box Score,AT&T Center
Sun Jan 24 2021,New York Knicks,113,Portland Trail Blazers,116,Box Score,Moda Center
Mon Jan 25 2021,Philadelphia 76ers,104,Detroit Pistons,119,Box Score,Little Caesars Arena
Mon Jan 25 2021,Toronto Raptors,114,Indiana Pacers,129,Box Score,Bankers Life Fieldhouse
Mon Jan 25 2021,Charlotte Hornets,108,Orlando Magic,117,Box Score,Amway Center
Mon Jan 25 2021,Miami Heat,85,Brooklyn Nets,98,Box Score,Barclays Center
Mon Jan 25 2021,Los Angeles Lakers,115,Cleveland Cavaliers,108,Box Score,Rocket Mortgage Fieldhouse
Mon Jan 25 2021,Denver Nuggets,117,Dallas Mavericks,113,Box Score,American Airlines Center
Mon Jan 25 2021,Boston Celtics,119,Chicago Bulls,103,Box Score,United Center
Mon Jan 25 2021,Minnesota Timberwolves,108,Golden State Warriors,130,Box Score,Chase Center
Mon Jan 25 2021,Oklahoma City Thunder,125,Portland Trail Blazers,122,Box Score,Moda Center
Tue Jan 26 2021,Los Angeles Clippers,99,Atlanta Hawks,108,Box Score,State Farm Arena
Tue Jan 26 2021,Washington Wizards,88,Houston Rockets,107,Box Score,Toyota Center
Tue Jan 26 2021,New York Knicks,94,Utah Jazz,108,Box Score,Vivint Smart Home Arena
Wed Jan 27 2021,Indiana Pacers,116,Charlotte Hornets,106,Box Score,Spectrum Center
Wed Jan 27 2021,Detroit Pistons,107,Cleveland Cavaliers,122,Box Score,Rocket Mortgage Fieldhouse
Wed Jan 27 2021,Sacramento Kings,121,Orlando Magic,107,Box Score,Amway Center
Wed Jan 27 2021,Brooklyn Nets,132,Atlanta Hawks,128,Box Score,State Farm Arena
Wed Jan 27 2021,Denver Nuggets,109,Miami Heat,82,Box Score,AmericanAirlines Arena
Wed Jan 27 2021,Los Angeles Lakers,106,Philadelphia 76ers,107,Box Score,Wells Fargo Center
Wed Jan 27 2021,Milwaukee Bucks,115,Toronto Raptors,108,Box Score,Amalie Arena
Wed Jan 27 2021,Boston Celtics,106,San Antonio Spurs,110,Box Score,AT&T Center
Wed Jan 27 2021,Washington Wizards,106,New Orleans Pelicans,124,Box Score,Smoothie King Center
Wed Jan 27 2021,Oklahoma City Thunder,102,Phoenix Suns,97,Box Score,Phoenix Suns Arena
Wed Jan 27 2021,Dallas Mavericks,104,Utah Jazz,116,Box Score,Vivint Smart Home Arena
Wed Jan 27 2021,Minnesota Timberwolves,111,Golden State Warriors,123,Box Score,Chase Center
Thu Jan 28 2021,Portland Trail Blazers,101,Houston Rockets,104,Box Score,Toyota Center
Thu Jan 28 2021,Los Angeles Lakers,92,Detroit Pistons,107,Box Score,Little Caesars Arena
Thu Jan 28 2021,Los Angeles Clippers,109,Miami Heat,105,Box Score,AmericanAirlines Arena
Thu Jan 28 2021,Golden State Warriors,93,Phoenix Suns,114,Box Score,Phoenix Suns Arena
Fri Jan 29 2021,Indiana Pacers,105,Charlotte Hornets,108,Box Score,Spectrum Center
Fri Jan 29 2021,Atlanta Hawks,116,Washington Wizards,100,Box Score,Capital One Arena
Fri Jan 29 2021,Milwaukee Bucks,126,New Orleans Pelicans,131,Box Score,Smoothie King Center
Fri Jan 29 2021,Cleveland Cavaliers,81,New York Knicks,102,Box Score,Madison Square Garden (IV)
Fri Jan 29 2021,Sacramento Kings,126,Toronto Raptors,124,Box Score,Amalie Arena
Fri Jan 29 2021,Philadelphia 76ers,118,Minnesota Timberwolves,94,Box Score,Target Center
Fri Jan 29 2021,Brooklyn Nets,147,Oklahoma City Thunder,125,Box Score,Chesapeake Energy Arena
Fri Jan 29 2021,Los Angeles Clippers,116,Orlando Magic,90,Box Score,Amway Center
Fri Jan 29 2021,Denver Nuggets,109,San Antonio Spurs,119,Box Score,AT&T Center
Fri Jan 29 2021,Dallas Mavericks,101,Utah Jazz,120,Box Score,Vivint Smart Home Arena
Sat Jan 30 2021,Portland Trail Blazers,123,Chicago Bulls,122,Box Score,United Center
Sat Jan 30 2021,Milwaukee Bucks,114,Charlotte Hornets,126,Box Score,Spectrum Center
Sat Jan 30 2021,Sacramento Kings,104,Miami Heat,105,Box Score,AmericanAirlines Arena
Sat Jan 30 2021,Houston Rockets,126,New Orleans Pelicans,112,Box Score,Smoothie King Center
Sat Jan 30 2021,Los Angeles Lakers,96,Boston Celtics,95,Box Score,TD Garden
Sat Jan 30 2021,Memphis Grizzlies,129,San Antonio Spurs,112,Box Score,AT&T Center
Sat Jan 30 2021,Phoenix Suns,111,Dallas Mavericks,105,Box Score,American Airlines Center
Sat Jan 30 2021,Detroit Pistons,91,Golden State Warriors,118,Box Score,Chase Center
Sun Jan 31 2021,Los Angeles Clippers,129,New York Knicks,115,Box Score,Madison Square Garden (IV)
